VisitID,VisitActions,Date,Page,Query_string,User_Agent,Cookie,Referer,TimeStamp,Visitor_ID,Username,Order_ID,Visit_time,Time_per_page,page1,page2,page3,time_gap1,time_gap2,first_dir,Title,Name,Address,Country,Gender,Age,Buy_for,Favourites,Filmname,Style,Price,Product_ID
Visit_11722,4,2001-02-20,login.asp,-,Browser_1,Cookie_127568,www.randomreferer4.com,67516740,VisitorID_1430,,,3172,793.000000,login.asp,login.asp?,personal.asp,1523,50,,,,,,,,,,,,,
Visit_11722,4,2001-02-20,login.asp?,randomstuff&morerandomgobuldygook&username=user_836171,Browser_1,Cookie_127568,,67518263,VisitorID_1430,user_836171,,3172,793.000000,,,,0,0,,,,,,,,,,,,,
Visit_11722,4,2001-02-20,personal.asp,-,Browser_1,Cookie_127568,,67518313,VisitorID_1430,,,3172,793.000000,,,,0,0,,,,,,,,,,,,,
Visit_11722,4,2001-02-20,main.htm,-,Browser_1,Cookie_127568,,67519912,VisitorID_1430,,,3172,793.000000,,,,0,0,,,,,,,,,,,,,
Visit_11723,3,2001-02-20,splash.htm,-,Browser_4,Cookie_67827,www.ask_boris.com,67521094,VisitorID_1431,,,1806,602.000000,splash.htm,main.htm,/drama/drama.htm,1105,701,,,,,,,,,,,,,
Visit_11723,3,2001-02-20,main.htm,-,Browser_4,Cookie_67827,,67522199,VisitorID_1431,,,1806,602.000000,,,,0,0,,,,,,,,,,,,,
Visit_11723,3,2001-02-20,/drama/drama.htm,-,Browser_4,Cookie_67827,,67522900,VisitorID_1431,,,1806,602.000000,,,,0,0,/drama/,,,,,,,,,,,,
Visit_11724,3,2001-02-21,/drama/tokillacanary.htm,-,Browser_4,Cookie_67827,-,67583984,VisitorID_1431,,,1156,385.333333,/drama/tokillacanary.htm,/drama/drama.htm,/drama/rebelwithoutaclue.htm,525,631,/drama/,,,,,,,,,,,,
Visit_11724,3,2001-02-21,/drama/drama.htm,-,Browser_4,Cookie_67827,,67584509,VisitorID_1431,,,1156,385.333333,,,,0,0,/drama/,,,,,,,,,,,,
Visit_11724,3,2001-02-21,/drama/rebelwithoutaclue.htm,-,Browser_4,Cookie_67827,,67585140,VisitorID_1431,,,1156,385.333333,,,,0,0,/drama/,,,,,,,,,,,,
Visit_11725,1,2001-02-23,/drama/drama.htm,-,Browser_4,Cookie_67827,www.ask_boris.com,67755087,VisitorID_1431,,,,,/drama/drama.htm,,,0,0,/drama/,,,,,,,,,,,,
Visit_11726,3,2001-02-18,splash.htm,-,Browser_1,Cookie_123229,www.homebirdsong.com,67348894,VisitorID_1432,,,2945,981.666667,splash.htm,main.htm,login.asp,1179,1766,,,,,,,,,,,,,
Visit_11726,3,2001-02-18,main.htm,-,Browser_1,Cookie_123229,,67350073,VisitorID_1432,,,2945,981.666667,,,,0,0,,,,,,,,,,,,,
Visit_11726,3,2001-02-18,login.asp,-,Browser_1,Cookie_123229,,67351839,VisitorID_1432,,,2945,981.666667,,,,0,0,,,,,,,,,,,,,
Visit_11727,4,2001-02-23,splash.htm,-,Browser_2,Cookie_144813,www.amdramandrada.com,67804593,VisitorID_1433,,,2381,595.250000,splash.htm,main.htm,/adventure/adventure.htm,599,935,,,,,,,,,,,,,
Visit_11727,4,2001-02-23,main.htm,-,Browser_2,Cookie_144813,,67805192,VisitorID_1433,,,2381,595.250000,,,,0,0,,,,,,,,,,,,,
Visit_11727,4,2001-02-23,/adventure/adventure.htm,-,Browser_2,Cookie_144813,,67806127,VisitorID_1433,,,2381,595.250000,,,,0,0,/adventure/,,,,,,,,,,,,
Visit_11727,4,2001-02-23,/drama/theipfile.htm,-,Browser_2,Cookie_144813,,67806974,VisitorID_1433,,,2381,595.250000,,,,0,0,/drama/,,,,,,,,,,,,
Visit_11728,14,2001-02-18,login.asp?,randomstuff&morerandomgobuldygook&username=user_4471828,Browser_2,Cookie_165630,,0,VisitorID_1434,user_4471828,,10328,737.714286,,,,0,0,,MISS,DORIS15019,18027079-Boris Road-Doris Town,UK,F,31-40,Family,Children,,,,
Visit_11728,14,2001-02-18,splash.htm,-,Browser_2,Cookie_165630,www.now_thats_what_i_call_a_search_engine7.com,67321062,VisitorID_1434,,,10328,737.714286,splash.htm,main.htm,login.asp,1389,1291,,,,,,,,,,,,,
Visit_11728,14,2001-02-18,main.htm,-,Browser_2,Cookie_165630,,67322451,VisitorID_1434,,,10328,737.714286,,,,0,0,,,,,,,,,,,,,
Visit_11728,14,2001-02-18,login.asp,-,Browser_2,Cookie_165630,,67323742,VisitorID_1434,,,10328,737.714286,,,,0,0,,,,,,,,,,,,,
Visit_11728,14,2001-02-18,login.asp,-,Browser_2,Cookie_165630,,67323842,VisitorID_1434,,,10328,737.714286,,,,0,0,,,,,,,,,,,,,
Visit_11728,14,2001-02-18,login.asp?,randomstuff&morerandomgobuldygook&username=user_4471828,Browser_2,Cookie_165630,,67324373,VisitorID_1434,user_4471828,,10328,737.714286,,,,0,0,,,,,,,,,,,,,
Visit_11728,14,2001-02-18,personal.asp,-,Browser_2,Cookie_165630,,67324411,VisitorID_1434,,,10328,737.714286,,,,0,0,,,,,,,,,,,,,
Visit_11728,14,2001-02-18,main.htm,-,Browser_2,Cookie_165630,,67325755,VisitorID_1434,,,10328,737.714286,,,,0,0,,,,,,,,,,,,,
Visit_11728,14,2001-02-18,bargin.asp,-,Browser_2,Cookie_165630,,67326796,VisitorID_1434,,,10328,737.714286,,,,0,0,,,,,,,,,,,,,
Visit_11728,14,2001-02-18,/humour/thiswastinnysap.htm,-,Browser_2,Cookie_165630,,67327881,VisitorID_1434,,,10328,737.714286,,,,0,0,/humour/,,,,,,,,,,,,
Visit_11728,14,2001-02-18,purchase.asp,-,Browser_2,Cookie_165630,,67328198,VisitorID_1434,,,10328,737.714286,,,,0,0,,,,,,,,,,,,,
Visit_11728,14,2001-02-18,/humour/thiswastinnysap.htm,-,Browser_2,Cookie_165630,,67329148,VisitorID_1434,,,10328,737.714286,,,,0,0,/humour/,,,,,,,,,,,,
Visit_11728,14,2001-02-18,main.htm,-,Browser_2,Cookie_165630,,67330273,VisitorID_1434,,,10328,737.714286,,,,0,0,,,,,,,,,,,,,
Visit_11728,14,2001-02-18,/children/children.htm,-,Browser_2,Cookie_165630,,67330607,VisitorID_1434,,,10328,737.714286,,,,0,0,/children/,,,,,,,,,,,,
Visit_11728,14,2001-02-18,/children/thebuppets.htm,-,Browser_2,Cookie_165630,,67331390,VisitorID_1434,,,10328,737.714286,,,,0,0,/children/,,,,,,,,,,,,
Visit_11729,6,2001-02-21,main.htm,-,Browser_2,Cookie_165630,www.ask_boris.com,67579191,VisitorID_1434,,,2767,461.166667,main.htm,/humour/comedy.htm,actorssearch.asp,391,649,,,,,,,,,,,,,
Visit_11729,6,2001-02-21,/humour/comedy.htm,-,Browser_2,Cookie_165630,,67579582,VisitorID_1434,,,2767,461.166667,,,,0,0,/humour/,,,,,,,,,,,,
Visit_11729,6,2001-02-21,actorssearch.asp,-,Browser_2,Cookie_165630,,67580231,VisitorID_1434,,,2767,461.166667,,,,0,0,,,,,,,,,,,,,
Visit_11729,6,2001-02-21,actorssearch.asp?,term0=Kermat,Browser_2,Cookie_165630,,67580251,VisitorID_1434,,,2767,461.166667,,,,0,0,,,,,,,,,,,,,
Visit_11729,6,2001-02-21,/children/thebuppets.htm,-,Browser_2,Cookie_165630,,67580255,VisitorID_1434,,,2767,461.166667,,,,0,0,/children/,,,,,,,,,,,,
Visit_11729,6,2001-02-21,/children/children.htm,-,Browser_2,Cookie_165630,,67581958,VisitorID_1434,,,2767,461.166667,,,,0,0,/children/,,,,,,,,,,,,
Visit_1173,11,2001-02-19,splash.htm,-,Browser_1,Cookie_39456,www.now_thats_what_i_call_a_search_engine7.com,67415778,VisitorID_1435,,,5040,458.181818,splash.htm,main.htm,/musical/musical.htm,474,549,,,,,,,,,,,,,
Visit_1173,11,2001-02-19,main.htm,-,Browser_1,Cookie_39456,,67416252,VisitorID_1435,,,5040,458.181818,,,,0,0,,,,,,,,,,,,,
Visit_1173,11,2001-02-19,/musical/musical.htm,-,Browser_1,Cookie_39456,,67416801,VisitorID_1435,,,5040,458.181818,,,,0,0,/musical/,,,,,,,,,,,,
Visit_1173,11,2001-02-19,genresearch.asp,-,Browser_1,Cookie_39456,,67418536,VisitorID_1435,,,5040,458.181818,,,,0,0,,,,,,,,,,,,,
Visit_1173,11,2001-02-19,genresearch.asp?,term0=Children&term1=Young,Browser_1,Cookie_39456,,67418643,VisitorID_1435,,,5040,458.181818,,,,0,0,,,,,,,,,,,,,
Visit_1173,11,2001-02-19,/children/children.htm,-,Browser_1,Cookie_39456,,67418645,VisitorID_1435,,,5040,458.181818,,,,0,0,/children/,,,,,,,,,,,,
Visit_1173,11,2001-02-19,/children/children.htm,-,Browser_1,Cookie_39456,,67418864,VisitorID_1435,,,5040,458.181818,,,,0,0,/children/,,,,,,,,,,,,
Visit_1173,11,2001-02-19,/children/thebuppets.htm,-,Browser_1,Cookie_39456,,67419278,VisitorID_1435,,,5040,458.181818,,,,0,0,/children/,,,,,,,,,,,,
Visit_1173,11,2001-02-19,/children/children.htm,-,Browser_1,Cookie_39456,,67420769,VisitorID_1435,,,5040,458.181818,,,,0,0,/children/,,,,,,,,,,,,
Visit_1173,11,2001-02-19,/children/bogustheclown.htm,-,Browser_1,Cookie_39456,,67420790,VisitorID_1435,,,5040,458.181818,,,,0,0,/children/,,,,,,,,,,,,
Visit_1173,11,2001-02-19,purchase.asp,-,Browser_1,Cookie_39456,,67420818,VisitorID_1435,,,5040,458.181818,,,,0,0,,,,,,,,,,,,,
Visit_11730,3,2001-02-22,splash.htm,-,Browser_5,Cookie_53815,www.online_information_for_everyone.co.uk,67708917,VisitorID_1436,,,769,256.333333,splash.htm,main.htm,login.asp,619,150,,,,,,,,,,,,,
Visit_11730,3,2001-02-22,main.htm,-,Browser_5,Cookie_53815,,67709536,VisitorID_1436,,,769,256.333333,,,,0,0,,,,,,,,,,,,,
Visit_11730,3,2001-02-22,login.asp,-,Browser_5,Cookie_53815,,67709686,VisitorID_1436,,,769,256.333333,,,,0,0,,,,,,,,,,,,,
Visit_11731,1,2001-02-19,splash.htm,-,Browser_1,-,-,67439854,,,,,,splash.htm,,,0,0,,,,,,,,,,,,,
Visit_11732,3,2001-02-24,splash.htm,-,Browser_3,Cookie_38532,www.ask_boris.com,67839301,VisitorID_1437,,,1971,657.000000,splash.htm,main.htm,login.asp,1283,688,,,,,,,,,,,,,
Visit_11732,3,2001-02-24,main.htm,-,Browser_3,Cookie_38532,,67840584,VisitorID_1437,,,1971,657.000000,,,,0,0,,,,,,,,,,,,,
Visit_11732,3,2001-02-24,login.asp,-,Browser_3,Cookie_38532,,67841272,VisitorID_1437,,,1971,657.000000,,,,0,0,,,,,,,,,,,,,
Visit_11733,1,2001-02-21,splash.htm,-,Browser_1,-,www.sistersite15.com,67608217,,,,,,splash.htm,,,0,0,,,,,,,,,,,,,
Visit_11734,1,2001-02-18,splash.htm,-,Browser_2,Cookie_117626,www.now_thats_what_i_call_a_search_engine7.com,67307305,VisitorID_1438,,,,,splash.htm,,,0,0,,,,,,,,,,,,,
Visit_11735,1,2001-02-19,main.htm,-,Browser_2,Cookie_117626,www.the_end_of_the_internet.org,67424172,VisitorID_1438,,,,,main.htm,,,0,0,,,,,,,,,,,,,
Visit_11736,1,2001-02-18,splash.htm,-,Browser_1,Cookie_147402,www.the_end_of_the_internet.org,67383783,VisitorID_1439,,,,,splash.htm,,,0,0,,,,,,,,,,,,,
Visit_11737,6,2001-02-20,login.asp?,randomstuff&morerandomgobuldygook&username=user_1452976,Browser_2,Cookie_10990,,0,VisitorID_1440,user_1452976,,4273,712.166667,,,,0,0,,MR,BORIS55968,52394662-Boris Road-Doris Town,UK,M,31-40,Family,Children,,,,
Visit_11737,6,2001-02-20,splash.htm,-,Browser_2,Cookie_10990,-,67558593,VisitorID_1440,,,4273,712.166667,splash.htm,main.htm,login.asp,1626,869,,,,,,,,,,,,,
Visit_11737,6,2001-02-20,main.htm,-,Browser_2,Cookie_10990,,67560219,VisitorID_1440,,,4273,712.166667,,,,0,0,,,,,,,,,,,,,
Visit_11737,6,2001-02-20,login.asp,-,Browser_2,Cookie_10990,,67561088,VisitorID_1440,,,4273,712.166667,,,,0,0,,,,,,,,,,,,,
Visit_11737,6,2001-02-20,login.asp,-,Browser_2,Cookie_10990,,67562135,VisitorID_1440,,,4273,712.166667,,,,0,0,,,,,,,,,,,,,
Visit_11737,6,2001-02-20,login.asp?,randomstuff&morerandomgobuldygook&username=user_1452976,Browser_2,Cookie_10990,,67562818,VisitorID_1440,user_1452976,,4273,712.166667,,,,0,0,,,,,,,,,,,,,
Visit_11737,6,2001-02-20,personal.asp,-,Browser_2,Cookie_10990,,67562866,VisitorID_1440,,,4273,712.166667,,,,0,0,,,,,,,,,,,,,
Visit_11738,10,2001-02-22,main.htm,-,Browser_2,Cookie_10990,www.sistersite15.com,67700132,VisitorID_1440,,,4213,421.300000,main.htm,keyword_search.asp,keyword_search.asp?,1452,47,,,,,,,,,,,,,
Visit_11738,10,2001-02-22,keyword_search.asp,-,Browser_2,Cookie_10990,,67701584,VisitorID_1440,,,4213,421.300000,,,,0,0,,,,,,,,,,,,,
Visit_11738,10,2001-02-22,keyword_search.asp?,term0=Monty&term1=Wahey,Browser_2,Cookie_10990,,67701631,VisitorID_1440,,,4213,421.300000,,,,0,0,,,,,,,,,,,,,
Visit_11738,10,2001-02-22,/humour/waheymonty.htm,-,Browser_2,Cookie_10990,,67701632,VisitorID_1440,,,4213,421.300000,,,,0,0,/humour/,,,,,,,,,,,,
Visit_11738,10,2001-02-22,/humour/comedy.htm,-,Browser_2,Cookie_10990,,67701890,VisitorID_1440,,,4213,421.300000,,,,0,0,/humour/,,,,,,,,,,,,
Visit_11738,10,2001-02-22,keyword_search.asp,-,Browser_2,Cookie_10990,,67703372,VisitorID_1440,,,4213,421.300000,,,,0,0,,,,,,,,,,,,,
Visit_11738,10,2001-02-22,/humour/spookbusters.htm,-,Browser_2,Cookie_10990,,67703491,VisitorID_1440,,,4213,421.300000,,,,0,0,/humour/,,,,,,,,,,,,
Visit_11738,10,2001-02-22,keyword_search.asp?,term0=Ghosts,Browser_2,Cookie_10990,,67703491,VisitorID_1440,,,4213,421.300000,,,,0,0,,,,,,,,,,,,,
Visit_11738,10,2001-02-22,purchase.asp,-,Browser_2,Cookie_10990,,67703987,VisitorID_1440,,,4213,421.300000,,,,0,0,,,,,,,,,,,,,
Visit_11738,10,2001-02-22,/humour/spookbusters.htm,-,Browser_2,Cookie_10990,,67704345,VisitorID_1440,,,4213,421.300000,,,,0,0,/humour/,,,,,,,,,,,,
Visit_11739,6,2001-02-23,main.htm,-,Browser_2,Cookie_10990,www.youngpersons.com,67794077,VisitorID_1440,,,751,125.166667,main.htm,keyword_search.asp,/adventure/bigmaze.htm,521,50,,,,,,,,,,,,,
Visit_11739,6,2001-02-23,keyword_search.asp,-,Browser_2,Cookie_10990,,67794598,VisitorID_1440,,,751,125.166667,,,,0,0,,,,,,,,,,,,,
Visit_11739,6,2001-02-23,/adventure/bigmaze.htm,-,Browser_2,Cookie_10990,,67794648,VisitorID_1440,,,751,125.166667,,,,0,0,/adventure/,,,,,,,,,,,,
Visit_11739,6,2001-02-23,keyword_search.asp?,term0=Maze&term1=Maze,Browser_2,Cookie_10990,,67794648,VisitorID_1440,,,751,125.166667,,,,0,0,,,,,,,,,,,,,
Visit_11739,6,2001-02-23,main.htm,-,Browser_2,Cookie_10990,,67794816,VisitorID_1440,,,751,125.166667,,,,0,0,,,,,,,,,,,,,
Visit_11739,6,2001-02-23,/children/children.htm,-,Browser_2,Cookie_10990,,67794828,VisitorID_1440,,,751,125.166667,,,,0,0,/children/,,,,,,,,,,,,
Visit_1174,2,2001-02-20,splash.htm,-,Browser_5,Cookie_9708,www.ask_boris.com,67479691,VisitorID_1441,,,1775,887.500000,splash.htm,main.htm,,1775,0,,,,,,,,,,,,,
Visit_1174,2,2001-02-20,main.htm,-,Browser_5,Cookie_9708,,67481466,VisitorID_1441,,,1775,887.500000,,,,0,0,,,,,,,,,,,,,
Visit_11740,1,2001-02-18,splash.htm,-,Browser_2,-,-,67363329,,,,,,splash.htm,,,0,0,,,,,,,,,,,,,
Visit_11741,7,2001-02-21,login.asp?,randomstuff&morerandomgobuldygook&username=user_830790,Browser_5,Cookie_82707,,0,VisitorID_1442,user_830790,,5514,787.714286,,,,0,0,,MRS,DORIS90965,31916915-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,,,,
Visit_11741,7,2001-02-21,splash.htm,-,Browser_5,Cookie_82707,-,67598517,VisitorID_1442,,,5514,787.714286,splash.htm,main.htm,login.asp,940,1019,,,,,,,,,,,,,
Visit_11741,7,2001-02-21,main.htm,-,Browser_5,Cookie_82707,,67599457,VisitorID_1442,,,5514,787.714286,,,,0,0,,,,,,,,,,,,,
Visit_11741,7,2001-02-21,login.asp,-,Browser_5,Cookie_82707,,67600476,VisitorID_1442,,,5514,787.714286,,,,0,0,,,,,,,,,,,,,
Visit_11741,7,2001-02-21,login.asp,-,Browser_5,Cookie_82707,,67601257,VisitorID_1442,,,5514,787.714286,,,,0,0,,,,,,,,,,,,,
Visit_11741,7,2001-02-21,login.asp?,randomstuff&morerandomgobuldygook&username=user_830790,Browser_5,Cookie_82707,,67603018,VisitorID_1442,user_830790,,5514,787.714286,,,,0,0,,,,,,,,,,,,,
Visit_11741,7,2001-02-21,personal.asp,-,Browser_5,Cookie_82707,,67603058,VisitorID_1442,,,5514,787.714286,,,,0,0,,,,,,,,,,,,,
Visit_11741,7,2001-02-21,main.htm,-,Browser_5,Cookie_82707,,67604031,VisitorID_1442,,,5514,787.714286,,,,0,0,,,,,,,,,,,,,
Visit_11742,3,2001-02-23,/humour/comedy.htm,-,Browser_5,Cookie_82707,www.sistersite15.com,67795648,VisitorID_1442,,,2584,861.333333,/humour/comedy.htm,/humour/mrbob.htm,main.htm,1504,1080,/humour/,,,,,,,,,,,,
Visit_11742,3,2001-02-23,/humour/mrbob.htm,-,Browser_5,Cookie_82707,,67797152,VisitorID_1442,,,2584,861.333333,,,,0,0,/humour/,,,,,,,,,,,,
Visit_11742,3,2001-02-23,main.htm,-,Browser_5,Cookie_82707,,67798232,VisitorID_1442,,,2584,861.333333,,,,0,0,,,,,,,,,,,,,
Visit_11743,1,2001-02-23,splash.htm,-,Browser_4,Cookie_116803,www.online_information_for_everyone.co.uk,67766577,VisitorID_1443,,,,,splash.htm,,,0,0,,,,,,,,,,,,,
Visit_11744,5,2001-02-24,login.asp?,randomstuff&morerandomgobuldygook&username=user_4568019,Browser_4,Cookie_116803,,0,VisitorID_1443,user_4568019,,3142,628.400000,,,,0,0,,MR,BORIS46339,58478764-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,,,,
Visit_11744,5,2001-02-24,main.htm,-,Browser_4,Cookie_116803,-,67838911,VisitorID_1443,,,3142,628.400000,main.htm,login.asp,login.asp,953,993,,,,,,,,,,,,,
Visit_11744,5,2001-02-24,login.asp,-,Browser_4,Cookie_116803,,67839864,VisitorID_1443,,,3142,628.400000,,,,0,0,,,,,,,,,,,,,
Visit_11744,5,2001-02-24,login.asp,-,Browser_4,Cookie_116803,,67840857,VisitorID_1443,,,3142,628.400000,,,,0,0,,,,,,,,,,,,,
Visit_11744,5,2001-02-24,login.asp?,randomstuff&morerandomgobuldygook&username=user_4568019,Browser_4,Cookie_116803,,67842013,VisitorID_1443,user_4568019,,3142,628.400000,,,,0,0,,,,,,,,,,,,,
Visit_11744,5,2001-02-24,personal.asp,-,Browser_4,Cookie_116803,,67842053,VisitorID_1443,,,3142,628.400000,,,,0,0,,,,,,,,,,,,,
Visit_11745,12,2001-02-20,splash.htm,-,Browser_5,Cookie_55593,www.the_end_of_the_internet.org,67509059,VisitorID_1444,,,12657,1054.750000,splash.htm,main.htm,/sci_fi/scifi.htm,1590,407,,,,,,,,,,,,,
Visit_11745,12,2001-02-20,main.htm,-,Browser_5,Cookie_55593,,67510649,VisitorID_1444,,,12657,1054.750000,,,,0,0,,,,,,,,,,,,,
Visit_11745,12,2001-02-20,/sci_fi/scifi.htm,-,Browser_5,Cookie_55593,,67511056,VisitorID_1444,,,12657,1054.750000,,,,0,0,/sci_fi/,,,,,,,,,,,,
Visit_11745,12,2001-02-20,/sci_fi/hunter.htm,-,Browser_5,Cookie_55593,,67512200,VisitorID_1444,,,12657,1054.750000,,,,0,0,/sci_fi/,,,,,,,,,,,,
Visit_11745,12,2001-02-20,main.htm,-,Browser_5,Cookie_55593,,67513084,VisitorID_1444,,,12657,1054.750000,,,,0,0,,,,,,,,,,,,,
Visit_11745,12,2001-02-20,bargin.asp,-,Browser_5,Cookie_55593,,67514360,VisitorID_1444,,,12657,1054.750000,,,,0,0,,,,,,,,,,,,,
Visit_11745,12,2001-02-20,main.htm,-,Browser_5,Cookie_55593,,67515510,VisitorID_1444,,,12657,1054.750000,,,,0,0,,,,,,,,,,,,,
Visit_11745,12,2001-02-20,main.htm,-,Browser_5,Cookie_55593,,67517270,VisitorID_1444,,,12657,1054.750000,,,,0,0,,,,,,,,,,,,,
Visit_11745,12,2001-02-20,main.htm,-,Browser_5,Cookie_55593,,67518660,VisitorID_1444,,,12657,1054.750000,,,,0,0,,,,,,,,,,,,,
Visit_11745,12,2001-02-20,purchase.asp,-,Browser_5,Cookie_55593,,67519354,VisitorID_1444,,,12657,1054.750000,,,,0,0,,,,,,,,,,,,,
Visit_11745,12,2001-02-20,main.htm,-,Browser_5,Cookie_55593,,67521096,VisitorID_1444,,,12657,1054.750000,,,,0,0,,,,,,,,,,,,,
Visit_11745,12,2001-02-20,register.asp,-,Browser_5,Cookie_55593,,67521716,VisitorID_1444,,,12657,1054.750000,,,,0,0,,,,,,,,,,,,,
Visit_11746,3,2001-02-24,splash.htm,-,Browser_5,Cookie_8893,-,67862911,VisitorID_1445,,,1419,473.000000,splash.htm,main.htm,/sci_fi/scifi.htm,1050,369,,,,,,,,,,,,,
Visit_11746,3,2001-02-24,main.htm,-,Browser_5,Cookie_8893,,67863961,VisitorID_1445,,,1419,473.000000,,,,0,0,,,,,,,,,,,,,
Visit_11746,3,2001-02-24,/sci_fi/scifi.htm,-,Browser_5,Cookie_8893,,67864330,VisitorID_1445,,,1419,473.000000,,,,0,0,/sci_fi/,,,,,,,,,,,,
Visit_11747,3,2001-02-24,/sci_fi/hunter.htm,-,Browser_5,Cookie_8893,www.randomreferer4.com,67907104,VisitorID_1445,,,1687,562.333333,/sci_fi/hunter.htm,/sci_fi/scifi.htm,/sci_fi/hunter.htm,1407,280,/sci_fi/,,,,,,,,,,,,
Visit_11747,3,2001-02-24,/sci_fi/scifi.htm,-,Browser_5,Cookie_8893,,67908511,VisitorID_1445,,,1687,562.333333,,,,0,0,/sci_fi/,,,,,,,,,,,,
Visit_11747,3,2001-02-24,/sci_fi/hunter.htm,-,Browser_5,Cookie_8893,,67908791,VisitorID_1445,,,1687,562.333333,,,,0,0,/sci_fi/,,,,,,,,,,,,
Visit_11748,2,2001-02-21,splash.htm,-,Browser_2,Cookie_42111,www.randomreferer1.com,67616418,VisitorID_1446,,,180,90.000000,splash.htm,main.htm,,180,0,,,,,,,,,,,,,
Visit_11748,2,2001-02-21,main.htm,-,Browser_2,Cookie_42111,,67616598,VisitorID_1446,,,180,90.000000,,,,0,0,,,,,,,,,,,,,
Visit_11749,5,2001-02-23,splash.htm,-,Browser_1,Cookie_66224,-,67770127,VisitorID_1447,,,1809,361.800000,splash.htm,main.htm,actorssearch.asp,176,1563,,,,,,,,,,,,,
Visit_11749,5,2001-02-23,main.htm,-,Browser_1,Cookie_66224,,67770303,VisitorID_1447,,,1809,361.800000,,,,0,0,,,,,,,,,,,,,
Visit_11749,5,2001-02-23,actorssearch.asp,-,Browser_1,Cookie_66224,,67771866,VisitorID_1447,,,1809,361.800000,,,,0,0,,,,,,,,,,,,,
Visit_11749,5,2001-02-23,actorssearch.asp?,term0=Kermat,Browser_1,Cookie_66224,,67771932,VisitorID_1447,,,1809,361.800000,,,,0,0,,,,,,,,,,,,,
Visit_11749,5,2001-02-23,/children/thebuppets.htm,-,Browser_1,Cookie_66224,,67771936,VisitorID_1447,,,1809,361.800000,,,,0,0,/children/,,,,,,,,,,,,
Visit_1175,4,2001-02-18,splash.htm,-,Browser_3,Cookie_63961,www.ask_boris.com,67382390,VisitorID_1448,,,4208,1052.000000,splash.htm,main.htm,login.asp,1248,1219,,,,,,,,,,,,,
Visit_1175,4,2001-02-18,main.htm,-,Browser_3,Cookie_63961,,67383638,VisitorID_1448,,,4208,1052.000000,,,,0,0,,,,,,,,,,,,,
Visit_1175,4,2001-02-18,login.asp,-,Browser_3,Cookie_63961,,67384857,VisitorID_1448,,,4208,1052.000000,,,,0,0,,,,,,,,,,,,,
Visit_1175,4,2001-02-18,login.asp,-,Browser_3,Cookie_63961,,67386598,VisitorID_1448,,,4208,1052.000000,,,,0,0,,,,,,,,,,,,,
Visit_11750,2,2001-02-20,splash.htm,-,Browser_1,Cookie_101689,www.ask_boris.com,67535026,VisitorID_1449,,,1249,624.500000,splash.htm,main.htm,,1249,0,,,,,,,,,,,,,
Visit_11750,2,2001-02-20,main.htm,-,Browser_1,Cookie_101689,,67536275,VisitorID_1449,,,1249,624.500000,,,,0,0,,,,,,,,,,,,,
Visit_11751,3,2001-02-19,splash.htm,-,Browser_5,Cookie_11446,www.now_thats_what_i_call_a_search_engine7.com,67404215,VisitorID_1450,,,2478,826.000000,splash.htm,main.htm,/sci_fi/scifi.htm,1077,1401,,,,,,,,,,,,,
Visit_11751,3,2001-02-19,main.htm,-,Browser_5,Cookie_11446,,67405292,VisitorID_1450,,,2478,826.000000,,,,0,0,,,,,,,,,,,,,
Visit_11751,3,2001-02-19,/sci_fi/scifi.htm,-,Browser_5,Cookie_11446,,67406693,VisitorID_1450,,,2478,826.000000,,,,0,0,/sci_fi/,,,,,,,,,,,,
Visit_11752,2,2001-02-20,bargin.asp,-,Browser_5,Cookie_11446,www.now_thats_what_i_call_a_search_engine7.com,67524689,VisitorID_1450,,,1790,895.000000,bargin.asp,/horror/dracula.htm,,1790,0,,,,,,,,,,,,,
Visit_11752,2,2001-02-20,/horror/dracula.htm,-,Browser_5,Cookie_11446,,67526479,VisitorID_1450,,,1790,895.000000,,,,0,0,/horror/,,,,,,,,,,,,
Visit_11753,3,2001-02-22,purchase.asp,-,Browser_5,Cookie_11446,www.randomreferer2.com,67715749,VisitorID_1450,,,1307,435.666667,purchase.asp,purchase.asp?,confirm.asp,1274,33,,,,,,,,,,,,,
Visit_11753,3,2001-02-22,purchase.asp?,randomstuff575&order_no=Order_ID_11296029,Browser_5,Cookie_11446,,67717023,VisitorID_1450,,Order_ID_11296029,1307,435.666667,,,,0,0,,,,,,,,,,Dracula,Horror,5.990000,1025
Visit_11753,3,2001-02-22,confirm.asp,-,Browser_5,Cookie_11446,,67717056,VisitorID_1450,,,1307,435.666667,,,,0,0,,,,,,,,,,,,,
Visit_11754,5,2001-02-19,splash.htm,-,Browser_2,Cookie_108580,www.hunter15bargain.com,67395657,VisitorID_1451,,,4541,908.200000,splash.htm,main.htm,/western/western.htm,1169,1709,,,,,,,,,,,,,
Visit_11754,5,2001-02-19,main.htm,-,Browser_2,Cookie_108580,,67396826,VisitorID_1451,,,4541,908.200000,,,,0,0,,,,,,,,,,,,,
Visit_11754,5,2001-02-19,/western/western.htm,-,Browser_2,Cookie_108580,,67398535,VisitorID_1451,,,4541,908.200000,,,,0,0,/western/,,,,,,,,,,,,
